Talhão;Código;Latitude;Longitude
PR-05;AL550613Z;-16.379;-55.196
PS-01;AL554233Z;-10.56;-45.607
PS-01;AL552686Z;-10.56;-45.607
PS-01;AL553268Z;-10.568;-45.607
PT-01;AL550614Z;-16.781;-53.821
PT-02;AL550615Z;-16.771;-53.816
PT-03;AL550616Z;-16.766;-53.807
PT-04;AL551355Z;-16.758;-53.802
PT-05;AL550618Z;-16.76;-53.796
PT-06;AL550619Z;-16.757;-53.789
PT-07;AL553947Z;-16.752;-53.79
PT-07;AL551063Z;-16.75;-53.786
PT-08;AL553948Z;-16.752;-53.79
PT-08;AL551064Z;-16.744;-53.786
PT-09;AL551065Z;-16.744;-53.792
PT-09;AL549942Z;-16.738;-53.789
PT-10;AL551066Z;-16.734;-53.788
PT-10;AL552010Z;-16.727;-53.792
PT-11;AL551067Z;-16.724;-53.797
PT-12;AL551293Z;-16.731;-53.802
PT-13;AL550895Z;-16.737;-53.808
PT-14;AL553949Z;-16.752;-53.79
PT-14;AL553696Z;-16.742;-53.81
PT-14;AL551068Z;-16.742;-53.81
PT-15;AL553950Z;-16.752;-53.79
PT-15;AL551069Z;-16.737;-53.821
PT-16;AL553951Z;-16.752;-53.79
PT-16;AL551070Z;-16.729;-53.815
PT-17;AL553952Z;-16.752;-53.79
PT-17;AL551071Z;-16.725;-53.81
PU-01;AL553824Z;-13.478;-56.192
PU-01;AL550371Z;-13.447;-56.19
PU-02;AL553825Z;-13.478;-56.192
PU-02;AL550369Z;-13.451;-56.202
PU-03;AL553826Z;-13.478;-56.192
PU-03;AL550367Z;-13.457;-56.191
PU-04;AL553827Z;-13.478;-56.192
PU-04;AL550366Z;-13.458;-56.205
PU-05;AL553828Z;-13.478;-56.192
PU-05;AL553681Z;-13.472;-56.182
PU-05;AL550363Z;-13.471;-56.18
PU-06;AL553829Z;-13.478;-56.192
PU-06;AL550361Z;-13.464;-56.194
PU-07;AL553830Z;-13.478;-56.192
PU-07;AL550359Z;-13.467;-56.21
PU-08;AL553831Z;-13.478;-56.192
PU-08;AL550356Z;-13.472;-56.198
PU-09;AL553832Z;-13.478;-56.192
PU-09;AL550354Z;-13.474;-56.213
PU-10;AL553833Z;-13.478;-56.192
PU-10;AL550353Z;-13.479;-56.204
PU-11;AL553834Z;-13.478;-56.192
PU-11;AL550351Z;-13.482;-56.217
PU-12;AL553835Z;-13.478;-56.192
PU-12;AL550350Z;-13.487;-56.207
PU-13;AL553836Z;-13.478;-56.192
PU-13;AL550349Z;-13.489;-56.22
PU-14;AL553837Z;-13.478;-56.192
PU-14;AL550348Z;-13.485;-56.195
PU-15;AL553838Z;-13.478;-56.192
PU-15;AL550347Z;-13.492;-56.202
PU-16;AL550622Z;-13.495;-56.189
PU-17;AL550623Z;-13.502;-56.195
PU-18;AL550624Z;-13.505;-56.185
PU-19;AL550625Z;-13.506;-56.194
PU-20;AL550626Z;-13.501;-56.214
PU-21;AL550627Z;-13.503;-56.227
PU-22;AL551952Z;-13.52;-56.244
PU-22;AL550628Z;-13.515;-56.239
PU-23;AL550629Z;-13.518;-56.265
PU-24;AL550630Z;-13.52;-56.273
PU-25;AL551216Z;-13.535;-56.255
PU-25;AL550631Z;-13.525;-56.258
PU-26;AL550632Z;-13.531;-56.268
PU-27;AL550922Z;-13.531;-56.277
PU-28;AL551955Z;-13.541;-56.267
PU-28;AL551218Z;-13.542;-56.272
PU-29;AL551219Z;-13.541;-56.281
QT-01;AL554125Z;-13.361;-55.664
QT-01;AL550346Z;-13.34;-55.664
QT-02;AL554126Z;-13.361;-55.664
QT-02;AL550345Z;-13.35;-55.67
QT-03;AL554127Z;-13.361;-55.664
QT-03;AL550344Z;-13.359;-55.674
QT-04;AL554128Z;-13.361;-55.664
QT-04;AL550343Z;-13.339;-55.68
QT-05;AL554129Z;-13.361;-55.664
QT-05;AL550342Z;-13.349;-55.685
QT-06;AL554130Z;-13.361;-55.664
QT-06;AL550341Z;-13.37;-55.682
QT-07;AL554131Z;-13.361;-55.664
QT-07;AL550339Z;-13.366;-55.697
QT-08;AL554132Z;-13.361;-55.664
QT-08;AL551009Z;-13.376;-55.695
QT-09;AL554133Z;-13.361;-55.664
QT-09;AL550337Z;-13.328;-55.685
QT-10;AL549310Z;-13.361;-55.664
QT-10;AL550335Z;-13.333;-55.708
QT-11;AL549941Z;-13.361;-55.664
QT-11;AL550332Z;-13.333;-55.735
QT-12;AL554134Z;-13.361;-55.664
QT-12;AL550330Z;-13.345;-55.691
QT-13;AL554135Z;-13.361;-55.664
QT-13;AL550329Z;-13.344;-55.701
QT-14;AL554136Z;-13.361;-55.664
QT-14;AL550327Z;-13.349;-55.715
QT-15;AL554137Z;-13.361;-55.664
QT-15;AL550326Z;-13.344;-55.732
QT-16;AL554138Z;-13.361;-55.664
QT-16;AL550323Z;-13.344;-55.74
QT-17;AL554139Z;-13.361;-55.664
QT-17;AL550842Z;-13.346;-55.748
SA-01;AL553953Z;-16.84;-53.964
SA-01;AL550634Z;-16.837;-53.969
SA-02;AL553954Z;-16.752;-53.79
SA-02;AL551852Z;-16.833;-53.96
SA-03;AL553955Z;-16.84;-53.964
SA-03;AL550636Z;-16.84;-53.961
SA-04;AL553956Z;-16.84;-53.964
SA-04;AL552035Z;-16.837;-53.954
SA-04;AL551224Z;-16.844;-53.959
SA-05;AL553957Z;-16.84;-53.964
SA-05;AL551225Z;-16.828;-53.95
SA-06;AL549931Z;-16.84;-53.964
SA-06;AL551226Z;-16.826;-53.957
SA-07;AL550897Z;-16.816;-53.951
SA-08;AL551228Z;-16.81;-53.942
SA-09;AL551229Z;-16.808;-53.935
SA-10;AL551230Z;-16.821;-53.945
SA-11;AL552037Z;-16.817;-53.938
SA-12;AL552038Z;-16.815;-53.93
SA-13;AL551231Z;-16.84;-53.964
SA-14;AL550898Z;-16.798;-53.915
SA-14;AL551376Z;-16.801;-53.922
SA-15;AL549158Z;-16.801;-53.913
SB-01;AL554067Z;-11.933;-56.299
SB-01;AL550322Z;-11.904;-56.34
SB-02;AL554068Z;-11.933;-56.299
SB-02;AL550321Z;-11.903;-56.327
SB-03;AL554069Z;-11.933;-56.299
SB-03;AL550319Z;-11.914;-56.351
SB-04;AL554070Z;-11.933;-56.299
SB-04;AL550318Z;-11.912;-56.329
SB-05;AL554071Z;-11.933;-56.299
SB-05;AL550316Z;-11.926;-56.332
SB-06;AL554072Z;-11.933;-56.299
SB-06;AL550314Z;-11.938;-56.329
SB-07;AL550638Z;-11.954;-56.328
SB-08;AL554056Z;-11.933;-56.299
SB-08;AL550313Z;-11.929;-56.312
SB-09;AL554057Z;-11.933;-56.299
SB-09;AL550312Z;-11.937;-56.311
SB-10;AL554058Z;-11.933;-56.299
SB-10;AL550311Z;-11.933;-56.293
SB-11;AL554059Z;-11.933;-56.299
SB-11;AL550310Z;-11.923;-56.29
SB-12;AL554060Z;-11.933;-56.299
SB-12;AL550309Z;-11.921;-56.28
SB-13;AL554061Z;-11.933;-56.299
SB-13;AL550306Z;-11.932;-56.284
SB-14;AL554062Z;-11.933;-56.299
SB-14;AL550305Z;-11.921;-56.26
SB-15;AL554063Z;-11.933;-56.299
SB-15;AL550304Z;-11.923;-56.248
SB-16;AL554064Z;-11.933;-56.299
SB-16;AL550303Z;-11.932;-56.257
SB-17;AL554065Z;-11.933;-56.299
SB-17;AL550302Z;-11.931;-56.239
SB-18;AL554066Z;-11.933;-56.299
SB-18;AL550301Z;-11.926;-56.221
SC-01;AL552039Z;-16.755;-53.88
SC-01;AL551074Z;-16.757;-53.878
SC-02;AL553646Z;-16.741;-53.884
SC-02;AL550639Z;-16.745;-53.884
SC-03;AL553647Z;-16.741;-53.884
SC-03;AL550640Z;-16.738;-53.885
SC-04;AL553648Z;-16.735;-53.872
SC-04;AL550641Z;-16.733;-53.877
SC-05;AL553649Z;-16.727;-53.869
SC-05;AL550642Z;-16.721;-53.869
SC-06;AL553651Z;-16.714;-53.865
SC-06;AL550643Z;-16.709;-53.864
SC-07;AL553958Z;-16.722;-53.863
SC-07;AL550644Z;-16.705;-53.857
SC-08;AL553959Z;-16.722;-53.863
SC-08;AL550645Z;-16.697;-53.856
SC-09;AL553960Z;-16.84;-53.964
SC-09;AL550646Z;-16.696;-53.849
SC-10;AL553961Z;-16.722;-53.863
SC-10;AL550647Z;-16.694;-53.844
SC-11;AL553962Z;-16.722;-53.863
SC-11-1;AL550300Z;-16.704;-53.839
SC-11-2;AL553552Z;-16.706;-53.844
SC-12;AL553963Z;-16.722;-53.863
SC-12;AL550648Z;-16.706;-53.849
SC-13;AL553964Z;-16.722;-53.863
SC-13;AL551090Z;-16.71;-53.835
SC-14;AL553965Z;-16.722;-53.863
SC-14;AL553641Z;-16.728;-53.837
SC-14;AL551075Z;-16.722;-53.841
SC-15;AL551233Z;-16.717;-53.858
SC-16;AL550649Z;-16.72;-53.862
SC-17;AL553966Z;-16.722;-53.863
SC-17;AL553650Z;-16.725;-53.867
SC-17;AL550650Z;-16.728;-53.866
SC-18;AL553731Z;-16.743;-53.864
SC-18;AL551076Z;-16.738;-53.86
SC-19;AL551783Z;-16.728;-53.861
SD-01;AL554311Z;-13.703;-52.725
SD-01;AL550830Z;-13.766;-52.695
SD-02;AL554312Z;-13.703;-52.725
SD-02;AL550831Z;-13.767;-52.689
SD-03;AL554313Z;-13.703;-52.725
SD-03;AL550651Z;-13.752;-52.7
SD-04;AL554314Z;-13.703;-52.725
SD-04;AL550652Z;-13.754;-52.683
SD-05;AL554315Z;-13.703;-52.725
SD-05;AL550653Z;-13.742;-52.693
SD-06;AL554316Z;-13.703;-52.725
SD-06;AL550655Z;-13.734;-52.695
SD-07;AL554317Z;-13.703;-52.725
SD-07;AL550656Z;-13.738;-52.68
SD-08;AL554318Z;-13.703;-52.725
SD-08;AL551739Z;-13.708;-52.683
SD-09;AL554319Z;-13.703;-52.725
SD-09;AL550657Z;-13.726;-52.676
SD-10;AL554320Z;-13.703;-52.725
SD-10;AL551740Z;-13.699;-52.686
SD-11;AL554321Z;-13.703;-52.725
SD-11;AL550878Z;-13.697;-52.659
SD-12;AL554322Z;-13.703;-52.725
SD-12;AL550659Z;-13.683;-52.679
SD-13;AL554323Z;-13.703;-52.725
SD-13;AL550978Z;-13.674;-52.658
SD-14;AL554324Z;-13.703;-52.725
SD-14;AL551544Z;-13.671;-52.691
SD-15;AL549956Z;-13.703;-52.725
SD-15;AL550661Z;-13.668;-52.674
SD-16;AL554325Z;-13.703;-52.725
SD-16;AL551741Z;-13.667;-52.66
SD-17;AL554326Z;-13.703;-52.725
SD-17;AL551546Z;-13.654;-52.659
SD-22;AL554335Z;-13.647;-52.613
SE-01;AL553931Z;-16.834;-54.079
SE-01;AL550296Z;-16.826;-54.079
SE-02;AL553932Z;-16.834;-54.079
SE-02;AL550294Z;-16.832;-54.086
SE-03;AL553933Z;-16.834;-54.079
SE-03;AL550293Z;-16.837;-54.093
SE-04;AL553934Z;-16.834;-54.079
SE-04;AL550291Z;-16.841;-54.099
SE-05;AL553935Z;-16.834;-54.079
SE-05;AL550289Z;-16.849;-54.109
Sede - Algodão;AL553452Z;-13.685;-56.041
Sede - Algodão;AL553419Z;-16.879;-53.981
Sede - Algodão;AL553451Z;-13.466;-56.188
Sede - Algodão;AL553421Z;-16.854;-53.94
Sede - Algodão;AL552063Z;-16.233;-55.121
Sede - Algodão;AL553042Z;-14.296;-56.465
Sede - Algodão;AL553001Z;-14.575;-58.704
Sede - Algodão;AL553420Z;-16.743;-53.795
Sede - Algodão;AL553418Z;-16.834;-53.999
Sede - Algodão;AL553412Z;-12.903;-56.372
Sede-Algodão;AL553416Z;-13.679;-55.53
Sede-Algodão;AL553414Z;-13.82;-54.764
Sede-Algodão;AL553413Z;-13.618;-55.479
Sede-Algodão;AL552060Z;-16.362;-55.077
Sede-Algodão;AL552457Z;-16.841;-53.966
Sede-Algodão;AL553004Z;-13.831;-59.081
Sede-Algodão;AL553034Z;-12.974;-56.221
Sede-Algodão;AL553033Z;-11.922;-56.297
Sede-Algodão;AL553018Z;-12.869;-56.34
Sede-Algodão;AL552409Z;-16.735;-53.916
Sede-Algodão;AL552450Z;-16.711;-53.888
Sede-Algodão;AL552411Z;-16.722;-53.862
Sede-Algodão;AL553032Z;-13.361;-55.666
Sede-Algodão;AL553025Z;-11.924;-56.157
Sede-Algodão;AL553039Z;-12.856;-56.437
Sede-Algodão;AL553021Z;-12.92;-56.324
Sede-Algodão;AL552462Z;-16.805;-53.655
Sede-Algodão;AL553019Z;-12.978;-56.192
Sede-Algodão;AL553036Z;-13.37;-55.72
Sede-Algodão;AL553029Z;-12.22;-55.854
Sede-Algodão;AL552451Z;-16.782;-53.944
SEDE-Algodão;AL553312Z;-13.313;-56.571
Sede-Cobertura;AL553739Z;-16.754;-54.596
Sede-Cobertura;AL552062Z;-16.233;-55.121
Sede-Cobertura;AL553670Z;-15.963;-55.301
Sede-Cobertura;AL553669Z;-16.362;-55.077
Sede-Cobertura;AL553554Z;-10.62;-45.481
Sede-Cobertura;AL553555Z;-10.592;-45.427
Sede-Cobertura;AL553687Z;-15.963;-55.301
Sede-Cobertura;AL553560Z;-12.76;-56.384
Sede-Cobertura;AL553594Z;-14.877;-52.28
Sede-Cobertura;AL553608Z;-13.728;-52.687
Sede-Cobertura;AL553737Z;-13.346;-53.957
Sede-Cobertura;AL552924Z;-16.754;-54.596
Sede-Cobertura;AL552925Z;-16.754;-54.596
Sede-Cobertura;AL553553Z;-10.487;-45.41
SEDE-Cobertura;AL553559Z;-13.313;-56.571
Sede-C. Sudão;AL553610Z;-13.728;-52.687
Sede-Gergilim;AL553611Z;-13.728;-52.687
Sede-Milho;AL552887Z;-13.728;-52.687
Sede-Milho;AL552402Z;-16.788;-54.811
Sede-Milho;AL553028Z;-12.22;-55.854
Sede-Milho;AL553031Z;-13.361;-55.666
Sede-Milho;AL553017Z;-12.903;-56.371
Sede-Milho;AL553736Z;-14.877;-52.28
Sede-Milho;AL552458Z;-16.854;-53.94
Sede-Milho;AL553022Z;-12.92;-56.324
Sede-Milho;AL553014Z;-12.903;-56.371
Sede-Milho;AL553002Z;-14.575;-58.704
Sede-Milho;AL552405Z;-16.795;-54.117
Sede-Milho;AL552412Z;-16.674;-53.884
Sede-Milho;AL552454Z;-16.863;-53.984
Sede-Milho;AL553531Z;-13.685;-56.041
Sede-Milho;AL553518Z;-15.963;-55.301
Sede-Milho;AL553500Z;-15.963;-55.301
Sede-Milho;AL553519Z;-16.754;-54.596
Sede-Milho;AL552996Z;-16.714;-53.759
Sede-Milho;AL552452Z;-16.782;-53.944
Sede-Milho;AL552456Z;-16.839;-53.964
Sede-Milho;AL552410Z;-16.722;-53.862
Sede-Milho;AL552404Z;-16.747;-53.775
Sede-Milho;AL553520Z;-16.754;-54.596
Sede-Milho;AL553461Z;-13.313;-56.571
Sede-Milho;AL553460Z;-13.456;-56.587
Sede-Milho;AL553459Z;-13.466;-56.188
Sede-Milho;AL553458Z;-12.903;-56.371
Sede-Milho;AL553457Z;-13.679;-55.53
Sede-Milho;AL553456Z;-13.664;-55.633
Sede-Milho;AL553455Z;-13.71;-55.627
Sede-Milho;AL553453Z;-13.618;-55.479
Sede-Milho;AL553037Z;-13.37;-55.719
Sede-Milho;AL552460Z;-16.879;-53.981
Sede-Milho;AL552408Z;-16.735;-53.916
Sede-Milho;AL552461Z;-16.805;-53.655
Sede-Milho;AL553447Z;-16.755;-53.974
Sede-Milho;AL553448Z;-16.786;-53.894
Sede-Milho;AL552998Z;-16.754;-53.746
Sede-Milho;AL553024Z;-12.76;-56.384
Sede-Milho;AL553449Z;-16.757;-53.835
Sede-Milho;AL553446Z;-16.832;-54.079
Sede-Milho;AL552997Z;-16.743;-53.795
Sede-Milho;AL552995Z;-16.714;-53.759
Sede-Milho;AL552994Z;-16.714;-53.759
Sede-Milho;AL552449Z;-16.711;-53.888
Sede-Milho;AL553433Z;-16.724;-53.644
Sede-Milho;AL552927Z;-16.754;-54.596
Sede-Milho;AL552929Z;-16.754;-54.596
Sede-Milho;AL552922Z;-16.754;-54.596
sede-Soja;AL553203Z;-14.877;-52.28
Sede-Soja;AL553263Z;-16.724;-53.644
Sede-Soja;AL552980Z;-13.831;-59.081
Sede-Soja;AL552932Z;-12.869;-56.34
Sede-Soja;AL552931Z;-12.978;-56.192
Sede-Soja;AL552941Z;-10.538;-45.603
Sede-Soja;AL552942Z;-12.856;-56.437
Sede-Soja;AL552940Z;-10.401;-45.481
Sede-Soja;AL552933Z;-12.92;-56.324
Sede-Soja;AL552935Z;-12.76;-56.384
Sede-Soja;AL552939Z;-11.922;-56.297
Sede-Soja;AL552947Z;-16.711;-53.888
Sede-Soja;AL552993Z;-13.685;-56.041
Sede-Soja;AL552973Z;-16.863;-53.984
Sede-Soja;AL552965Z;-16.714;-53.759
Sede-Soja;AL552972Z;-16.834;-53.999
Sede-Soja;AL552967Z;-16.757;-53.835
Sede-Soja;AL552953Z;-16.832;-54.079
Sede-Soja;AL552960Z;-16.839;-53.964
Sede-Soja;AL552954Z;-16.805;-53.656
Sede-Soja;AL552948Z;-16.702;-53.91
Sede-Soja;AL553030Z;-13.361;-55.666
Sede-Soja;AL552990Z;-12.903;-56.371
Sede-Soja;AL552971Z;-16.839;-53.965
Sede-Soja;AL553027Z;-12.22;-55.854
Sede-Soja;AL552970Z;-16.714;-53.759
Sede-Soja;AL552989Z;-13.194;-56.763
Sede-Soja;AL552966Z;-16.743;-53.794
Sede-Soja;AL552969Z;-16.754;-53.746
Sede-Soja;AL552968Z;-16.753;-53.746
Sede-Soja;AL553035Z;-12.974;-56.221
Sede-Soja;AL552991Z;-13.466;-56.188
Sede-Soja;AL552950Z;-16.722;-53.862
Sede-Soja;AL552977Z;-13.728;-52.687
Sede-Soja;AL552951Z;-16.674;-53.884
Sede-Soja;AL552946Z;-16.755;-53.974
Sede-Soja;AL552963Z;-16.714;-53.759
Sede-Soja;AL552964Z;-16.714;-53.759
Sede-Soja;AL552952Z;-16.796;-54.117
Sede-Soja;AL552959Z;-16.786;-53.894
Sede-Soja;AL552956Z;-16.948;-53.604
Sede-Soja;AL553058Z;-14.575;-58.704
Sede-Soja;AL553038Z;-13.37;-55.72
Sede-Soja;AL552926Z;-16.788;-54.811
Sede-Soja;AL552958Z;-16.879;-53.981
Sede-Soja;AL552961Z;-16.854;-53.94
Sede-Soja;AL552962Z;-16.863;-53.984
Sede-Soja;AL553015Z;-12.903;-56.371
Sede-Soja;AL552992Z;-13.456;-56.587
Sede-Soja;AL552957Z;-16.931;-53.643
Sede-Soja;AL552976Z;-13.346;-53.957
Sede-Soja;AL552955Z;-16.939;-53.668
Sede-Soja;AL552890Z;-10.487;-45.41
Sede-Soja;AL552892Z;-10.62;-45.481
Sede-Soja;AL552893Z;-10.592;-45.427
Sede-Soja;AL552919Z;-11.924;-56.157
Sede-Soja;AL552891Z;-10.572;-45.338
Sede-Soja;AL552918Z;-12.903;-56.371
SEDE-Soja;AL552934Z;-13.618;-55.479
SEDE-Soja;AL552936Z;-13.71;-55.627
SEDE-Soja;AL552938Z;-13.679;-55.53
SEDE-Soja;AL552937Z;-13.664;-55.633
SEDE-Soja;AL552889Z;-13.313;-56.571
SEDE-Soja;AL552917Z;-13.82;-54.764
SG-01;AL550287Z;-16.713;-53.916
SG-02;AL550285Z;-16.704;-53.915
SG-03;AL550283Z;-16.695;-53.912
SG-04-1;AL550281Z;-16.686;-53.914
SG-04-2;AL553556Z;-16.686;-53.911
SG-04-3;AL553557Z;-16.687;-53.911
SG-05;AL550280Z;-16.679;-53.909
SG-06;AL550278Z;-16.706;-53.907
SG-07;AL550276Z;-16.698;-53.902
SG-08;AL551072Z;-16.688;-53.903
SG-08;AL550274Z;-16.693;-53.894
SG-09;AL551073Z;-16.696;-53.89
SH-01;AL551930Z;-14.54;-58.609
SH-01;AL551906Z;-14.546;-58.615
SH-02;AL551931Z;-14.558;-58.603
SH-02;AL551910Z;-14.551;-58.605
SH-03;AL551934Z;-14.57;-58.603
SH-04;AL554256Z;-14.563;-58.622
SH-04;AL553720Z;-14.565;-58.619
SH-04;AL551935Z;-14.557;-58.617
SH-05;AL554260Z;-14.563;-58.622
SH-05;AL551016Z;-14.557;-58.631
SH-06;AL554264Z;-14.563;-58.622
SH-06;AL553722Z;-14.573;-58.628
SH-06;AL552030Z;-14.562;-58.629
SH-07;AL551821Z;-14.555;-58.643
SH-08;AL552031Z;-14.561;-58.658
SH-08;AL551822Z;-14.559;-58.649
SH-09;AL554266Z;-14.563;-58.622
SH-09;AL551018Z;-14.568;-58.641
SH-10;AL554268Z;-14.563;-58.622
SH-10;AL552032Z;-14.626;-58.645
SH-10;AL551892Z;-14.626;-58.648
SH-11;AL554272Z;-14.582;-58.599
SH-11;AL552033Z;-14.582;-58.599
SI-01;AL553867Z;-16.751;-53.66
SI-01;AL553434Z;-16.751;-53.66
SI-02;AL553868Z;-16.696;-53.629
SI-02;AL553435Z;-16.745;-53.66
SI-03;AL553869Z;-16.696;-53.629
SI-03;AL553436Z;-16.734;-53.659
SI-04;AL553870Z;-16.726;-53.651
SI-04;AL553437Z;-16.726;-53.651
SI-05;AL553871Z;-16.735;-53.647
SI-05;AL553438Z;-16.735;-53.647
SI-06;AL553872Z;-16.696;-53.629
SI-06;AL553439Z;-16.746;-53.648
SI-07;AL553873Z;-16.754;-53.647
SI-07;AL553440Z;-16.754;-53.647
SI-08;AL553874Z;-16.696;-53.629
SI-08;AL553441Z;-16.761;-53.644
SI-09;AL553875Z;-16.696;-53.629
SI-09;AL553442Z;-16.763;-53.649
SI-10;AL553876Z;-16.696;-53.629
SI-10;AL553443Z;-16.742;-53.636
SI-11;AL553877Z;-16.696;-53.629
SI-11;AL553444Z;-16.734;-53.631
SI-12;AL553855Z;-16.696;-53.629
SI-12;AL553422Z;-16.703;-53.63
SI-13;AL553856Z;-16.696;-53.629
SI-13;AL553423Z;-16.707;-53.642
SI-14;AL553857Z;-16.696;-53.629
SI-14;AL553424Z;-16.709;-53.654
SI-15;AL553858Z;-16.696;-53.629
SI-15;AL553425Z;-16.698;-53.662
SI-16;AL553859Z;-16.696;-53.629
SI-16;AL553426Z;-16.697;-53.649
SI-17;AL553860Z;-16.696;-53.629
SI-17;AL553427Z;-16.694;-53.636
SI-18;AL553861Z;-16.696;-53.629
SI-18;AL553428Z;-16.692;-53.623
SI-19;AL553862Z;-16.696;-53.629
SI-19;AL553429Z;-16.684;-53.622
SI-20;AL553863Z;-16.674;-53.607
SI-20;AL553430Z;-16.674;-53.607
SI-21;AL553864Z;-16.675;-53.591
SI-21;AL553431Z;-16.675;-53.591
SI-22;AL553865Z;-16.674;-53.58
SI-22;AL553432Z;-16.674;-53.58
SI-23;AL553866Z;-16.696;-53.629
SI-23;AL553521Z;-16.682;-53.566
SJ-01;AL550662Z;-16.77;-53.767
SJ-02;AL550663Z;-16.768;-53.777
SJ-03;AL550664Z;-16.756;-53.772
SJ-04;AL550665Z;-16.753;-53.765
SJ-05;AL550666Z;-16.748;-53.762
SJ-06;AL550667Z;-16.741;-53.759
SJ-07;AL550668Z;-16.737;-53.75
SJ-08;AL550669Z;-16.728;-53.745
SJ-09;AL550670Z;-16.735;-53.767
SJ-10;AL551080Z;-16.73;-53.767
SJ-11;AL551081Z;-16.726;-53.777
SJ-12;AL551082Z;-16.73;-53.781
SJ-13;AL550671Z;-16.744;-53.773
SJ-14;AL553269Z;-16.756;-53.746
SJ-14;AL550672Z;-16.743;-53.779
SJ-15;AL553967Z;-16.756;-53.746
SJ-15;AL551083Z;-16.75;-53.783
SL-01-1;AL550865Z;-16.407;-55.165
SL-01-2;AL550393Z;-16.406;-55.166
SL-01-3;AL553698Z;-16.411;-55.162
SL-02-1;AL550866Z;-16.412;-55.171
SL-02-2;AL550394Z;-16.407;-55.174
SL-03;AL554171Z;-16.425;-55.177
SL-03;AL551238Z;-16.415;-55.178
SL-04;AL554172Z;-16.425;-55.177
SL-04;AL551239Z;-16.419;-55.182
SL-05;AL554173Z;-16.425;-55.177
SL-05;AL551240Z;-16.426;-55.185
SL-06;AL553155Z;-16.425;-55.177
SL-06;AL553683Z;-16.435;-55.184
SL-06;AL551241Z;-16.432;-55.189
SL-07;AL554174Z;-16.425;-55.177
SL-07;AL551242Z;-16.421;-55.196
SL-08;AL551295Z;-16.415;-55.162
SL-09;AL553741Z;-16.406;-55.181
SL-09;AL553463Z;-16.408;-55.191
SL-10;AL554331Z;-16.425;-55.177
SL-10;AL553684Z;-16.419;-55.2
SL-11;AL554332Z;-16.425;-55.177
SL-11;AL553685Z;-16.43;-55.201
SL-12;AL554333Z;-16.425;-55.177
SL-12;AL553686Z;-16.443;-55.195
SM-01;AL551243Z;-16.748;-53.826
SM-02;AL551077Z;-16.739;-53.832
SM-03;AL551078Z;-16.744;-53.841
SM-04;AL551079Z;-16.752;-53.849
SM-05;AL551244Z;-16.76;-53.845
SM-05;AL553700Z;-16.757;-53.84
SN-01;AL550879Z;-16.265;-55.148
SN-02;AL550673Z;-16.254;-55.136
SN-03;AL550674Z;-16.243;-55.132
SN-04;AL551373Z;-16.256;-55.127
SN-05;AL551374Z;-16.247;-55.121
SN-06-1;AL550677Z;-16.228;-55.125
SN-06-2;AL551237Z;-16.235;-55.126
SN-07-1;AL550678Z;-16.232;-55.115
SN-07-2;AL553450Z;-16.232;-55.115
SN-08;AL551939Z;-16.244;-55.107
SN-08;AL550679Z;-16.23;-55.065
SN-09;AL550680Z;-16.224;-55.107
SO-01;AL551220Z;-10.601;-45.436
SO-01;AL548275Z;-10.603;-45.466
SO-02;AL551221Z;-10.584;-45.436
SO-02;AL548277Z;-10.584;-45.436
SO-03;AL551222Z;-10.581;-45.423
SO-03;AL548276Z;-10.581;-45.423
SO-04;AL554232Z;-10.602;-45.42
SO-04;AL551223Z;-10.601;-45.426
SO-04;AL548278Z;-10.601;-45.426
SO-05;AL552885Z;-10.602;-45.42
SO-05;AL553267Z;-10.558;-45.594
SP-01;AL552273Z;-16.736;-54.599
SP-01;AL550681Z;-16.771;-54.588
SP-02;AL552274Z;-16.736;-54.599
SP-02-1;AL550682Z;-16.767;-54.585
SP-02-2;AL553639Z;-16.768;-54.581
SP-03;AL554206Z;-16.736;-54.599
SP-03;AL550683Z;-16.767;-54.562
SP-04;AL554210Z;-16.736;-54.599
SP-04;AL551382Z;-16.759;-54.556
SP-05;AL554207Z;-16.736;-54.599
SP-05;AL551828Z;-16.772;-54.563
SP-06;AL550685Z;-16.76;-54.584
SP-07;AL550686Z;-16.76;-54.593
SP-08;AL550688Z;-16.762;-54.601
SP-09;AL550689Z;-16.752;-54.595
SP-10;AL550690Z;-16.755;-54.602
SP-11;AL550691Z;-16.745;-54.598
SP-12;AL550692Z;-16.747;-54.607
SP-13;AL550693Z;-16.736;-54.612
SP-14;AL550694Z;-16.734;-54.619
SP-15;AL551184Z;-16.735;-54.64
SP-16;AL554208Z;-16.736;-54.599
SP-16;AL551351Z;-16.72;-54.644
SP-17;AL551185Z;-16.703;-54.649
SP-18;AL551245Z;-16.691;-54.637
SP-19;AL554237Z;-16.693;-54.624
SP-19;AL551246Z;-16.685;-54.622
SP-20;AL554209Z;-16.736;-54.599
SP-20;AL551186Z;-16.672;-54.615
SP-21;AL548697Z;-16.701;-54.629
SP-21;AL551773Z;-16.702;-54.635
SP-22;AL554242Z;-16.719;-54.625
SP-22;AL551248Z;-16.715;-54.636
SP-23;AL554244Z;-16.708;-54.623
SP-23;AL551249Z;-16.711;-54.628
SR-01;AL554175Z;-16.386;-55.162
SR-01;AL550860Z;-16.386;-55.178
SR-02;AL554176Z;-16.425;-55.177
SR-02;AL550861Z;-16.385;-55.17
SR-03;AL554177Z;-16.425;-55.177
